GEOIDFQ,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,"Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more"
1500000US270030504012,Block Group 2; Census Tract 504.01; Anoka County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US270030504013,Block Group 3; Census Tract 504.01; Anoka County; Minnesota,572,113,0,10,0,10,0,10,0,10,25,36,0,10,0,10,10,17,0,10,10,16,70,58,74,54,72,56,75,45,146,73,90,52
1500000US270030504021,Block Group 1; Census Tract 504.02; Anoka County; Minnesota,178,90,0,10,10,15,12,18,9,15,0,10,22,25,11,18,0,10,0,10,0,10,10,16,9,15,9,13,6,10,71,76,9,13
1500000US270030504022,Block Group 2; Census Tract 504.02; Anoka County; Minnesota,309,85,36,31,39,29,10,15,0,10,21,23,9,15,31,31,40,62,0,10,26,26,10,17,58,47,0,10,10,15,19,21,0,10
1500000US270030504023,Block Group 3; Census Tract 504.02; Anoka County; Minnesota,756,154,69,65,0,10,20,21,39,31,4,9,58,64,0,10,42,67,0,10,84,69,192,101,142,68,44,29,17,20,34,39,11,18
1500000US270030504024,Block Group 4; Census Tract 504.02; Anoka County; Minnesota,304,70,0,10,9,13,0,10,0,10,0,10,0,10,10,15,10,15,0,10,16,19,50,51,17,19,26,23,83,59,34,27,49,41
1500000US270030505011,Block Group 1; Census Tract 505.01; Anoka County; Minnesota,434,127,23,24,11,18,16,21,14,17,33,44,10,16,35,50,18,22,13,20,104,64,111,95,0,10,24,20,0,10,22,25,0,10
1500000US270030505012,Block Group 2; Census Tract 505.01; Anoka County; Minnesota,814,280,49,78,53,36,38,34,47,34,52,60,0,10,53,59,13,21,16,19,55,41,31,28,68,43,32,32,238,244,50,34,19,21
1500000US270030505013,Block Group 3; Census Tract 505.01; Anoka County; Minnesota,354,97,0,10,21,23,0,10,0,10,13,19,10,15,18,20,53,58,29,27,0,10,60,52,63,36,26,24,61,45,0,10,0,10
1500000US270030505041,Block Group 1; Census Tract 505.04; Anoka County; Minnesota,511,98,42,41,10,16,6,10,17,20,7,13,6,10,26,42,22,25,64,68,52,39,78,65,87,66,53,51,22,21,19,20,0,10
1500000US270030505042,Block Group 2; Census Tract 505.04; Anoka County; Minnesota,540,124,7,11,19,22,0,10,0,10,94,108,52,56,0,10,0,10,12,16,9,17,87,52,38,31,83,44,64,46,65,46,10,15
1500000US270030505051,Block Group 1; Census Tract 505.05; Anoka County; Minnesota,483,164,0,10,0,10,0,10,0,10,0,10,0,10,69,109,0,10,5,11,11,17,53,69,52,38,51,38,44,38,136,85,62,64
1500000US270030505052,Block Group 2; Census Tract 505.05; Anoka County; Minnesota,314,100,0,10,0,10,0,10,0,10,0,10,0,10,0,10,7,12,33,38,0,10,0,10,54,48,129,82,36,36,34,39,21,26
1500000US270030505053,Block Group 3; Census Tract 505.05; Anoka County; Minnesota,853,169,0,10,0,10,0,10,81,81,12,19,0,10,66,66,97,83,8,14,116,103,0,10,120,97,92,66,87,65,118,77,56,35
1500000US270030505054,Block Group 4; Census Tract 505.05; Anoka County; Minnesota,415,166,0,10,23,37,12,20,16,25,0,10,0,10,11,19,0,10,82,113,50,45,48,44,59,48,21,29,64,87,0,10,29,36
1500000US270030506021,Block Group 1; Census Tract 506.02; Anoka County; Minnesota,387,73,0,10,18,19,4,6,8,11,14,17,15,16,0,10,6,9,0,10,16,18,55,40,62,27,64,29,8,10,95,53,22,19
1500000US270030506022,Block Group 2; Census Tract 506.02; Anoka County; Minnesota,504,92,14,16,5,8,0,10,39,42,22,33,0,10,8,12,35,47,27,29,22,18,58,31,94,56,82,33,27,25,28,22,43,39
1500000US270030506051,Block Group 1; Census Tract 506.05; Anoka County; Minnesota,421,138,0,10,70,86,16,31,58,70,0,10,9,16,60,56,0,10,0,10,17,28,17,27,9,19,92,84,21,34,38,32,14,24
1500000US270030506052,Block Group 2; Census Tract 506.05; Anoka County; Minnesota,550,121,0,10,13,24,0,10,0,10,3,5,0,10,0,10,20,32,0,10,18,29,0,10,132,96,75,73,93,94,146,100,50,53
1500000US270030506053,Block Group 3; Census Tract 506.05; Anoka County; Minnesota,476,191,0,10,0,10,0,10,0,10,14,24,13,21,0,10,17,28,6,11,93,84,32,30,55,48,86,61,97,153,55,50,8,12
1500000US270030506054,Block Group 4; Census Tract 506.05; Anoka County; Minnesota,966,313,0,10,29,41,22,37,0,10,110,119,130,108,44,42,92,84,0,10,269,264,55,88,74,55,63,84,46,29,17,30,15,24
1500000US270030506061,Block Group 1; Census Tract 506.06; Anoka County; Minnesota,488,79,24,24,37,27,12,14,26,27,12,15,0,10,43,45,9,12,27,23,52,47,14,16,99,53,21,20,20,17,62,38,30,20
1500000US270030506062,Block Group 2; Census Tract 506.06; Anoka County; Minnesota,409,102,0,10,5,8,5,8,0,10,42,37,15,16,64,80,7,10,39,42,26,20,26,21,54,29,32,25,14,15,50,26,30,22
1500000US270030506071,Block Group 1; Census Tract 506.07; Anoka County; Minnesota,470,168,0,10,0,10,32,45,0,10,0,10,20,23,47,37,18,20,17,20,18,20,24,29,155,153,64,52,25,27,50,46,0,10
1500000US270030506072,Block Group 2; Census Tract 506.07; Anoka County; Minnesota,391,88,0,10,39,62,8,12,18,22,6,9,0,10,0,10,0,10,19,20,52,36,31,32,71,50,67,48,11,18,32,26,37,36
1500000US270030506073,Block Group 3; Census Tract 506.07; Anoka County; Minnesota,442,121,10,16,0,10,23,36,15,23,40,51,11,17,34,38,70,97,0,10,53,45,31,28,40,31,15,23,57,49,43,37,0,10
1500000US270030506074,Block Group 4; Census Tract 506.07; Anoka County; Minnesota,560,166,57,61,10,16,21,19,6,12,0,10,67,70,29,28,29,28,11,17,97,122,36,26,82,75,7,11,35,31,73,49,0,10
1500000US270030506081,Block Group 1; Census Tract 506.08; Anoka County; Minnesota,468,143,50,74,60,81,0,10,29,34,23,28,9,15,0,10,24,38,59,89,11,17,39,51,89,75,0,10,39,31,27,32,9,13
1500000US270030506082,Block Group 2; Census Tract 506.08; Anoka County; Minnesota,600,128,9,15,17,26,0,10,11,17,0,10,24,31,0,10,9,14,0,10,69,56,124,75,147,83,42,40,61,75,59,57,28,31
1500000US270030506083,Block Group 3; Census Tract 506.08; Anoka County; Minnesota,383,144,0,10,66,94,27,45,0,10,0,10,0,10,44,68,16,27,0,10,0,10,79,82,9,14,22,29,20,32,43,42,57,57
1500000US270030506084,Block Group 4; Census Tract 506.08; Anoka County; Minnesota,652,190,11,17,11,18,10,18,61,87,39,50,15,25,132,126,21,34,47,44,90,66,85,60,60,51,40,44,30,37,0,10,0,10
1500000US270030506091,Block Group 1; Census Tract 506.09; Anoka County; Minnesota,534,98,10,15,12,19,12,18,0,10,0,10,12,20,0,10,8,12,10,16,52,31,29,27,136,79,84,47,97,70,30,27,42,35
1500000US270030506092,Block Group 2; Census Tract 506.09; Anoka County; Minnesota,416,73,0,10,0,10,0,10,0,10,25,24,11,17,18,20,0,10,27,29,72,46,28,42,40,30,28,27,82,50,30,26,55,38
1500000US270030506093,Block Group 3; Census Tract 506.09; Anoka County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US270030506094,Block Group 4; Census Tract 506.09; Anoka County; Minnesota,633,88,18,21,47,46,11,16,19,31,0,10,12,19,64,59,35,40,0,10,34,30,55,52,80,56,47,35,91,58,47,37,73,44
1500000US270030506111,Block Group 1; Census Tract 506.11; Anoka County; Minnesota,612,142,17,15,7,11,9,14,24,41,8,14,33,32,63,88,23,26,0,10,52,32,80,60,105,55,128,74,44,31,19,30,0,10
1500000US270030506112,Block Group 2; Census Tract 506.11; Anoka County; Minnesota,940,256,7,13,24,28,0,10,8,14,0,10,56,57,17,26,30,27,10,15,67,57,47,45,220,230,221,100,75,57,129,90,29,34
1500000US270030506121,Block Group 1; Census Tract 506.12; Anoka County; Minnesota,470,82,0,10,19,25,0,10,0,10,26,30,0,10,0,10,46,65,0,10,7,13,79,48,54,39,72,61,65,47,84,61,18,20
1500000US270030506122,Block Group 2; Census Tract 506.12; Anoka County; Minnesota,536,106,7,12,12,21,0,10,0,10,9,15,40,37,0,10,0,10,0,10,67,54,48,43,111,60,34,27,33,30,70,56,105,90
1500000US270030507021,Block Group 1; Census Tract 507.02; Anoka County; Minnesota,281,73,0,10,0,10,0,10,31,41,8,13,18,24,0,10,21,28,17,23,0,10,48,38,51,39,10,14,54,45,12,20,11,19
1500000US270030507022,Block Group 2; Census Tract 507.02; Anoka County; Minnesota,248,75,0,10,14,24,9,14,0,10,0,10,9,15,0,10,0,10,0,10,7,14,10,14,46,45,74,64,20,28,25,29,34,44
1500000US270030507023,Block Group 3; Census Tract 507.02; Anoka County; Minnesota,808,263,14,13,0,10,2,3,6,10,34,56,11,18,0,10,16,22,21,21,74,67,111,64,117,53,241,240,19,18,40,32,102,83
1500000US270030507041,Block Group 1; Census Tract 507.04; Anoka County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US270030507042,Block Group 2; Census Tract 507.04; Anoka County; Minnesota,681,165,13,19,13,20,23,27,0,10,9,14,15,24,0,10,19,21,0,10,45,45,39,29,133,64,107,57,116,113,78,51,71,44
1500000US270030507043,Block Group 3; Census Tract 507.04; Anoka County; Minnesota,438,124,0,10,0,10,0,10,3,10,11,16,10,17,0,10,9,15,35,47,3,6,39,31,94,74,42,60,38,34,113,79,41,40
1500000US270030507044,Block Group 4; Census Tract 507.04; Anoka County; Minnesota,485,207,27,25,0,10,0,10,0,10,8,12,0,10,0,10,17,28,9,14,18,19,85,60,66,42,196,199,59,88,0,10,0,10
1500000US270030507045,Block Group 5; Census Tract 507.04; Anoka County; Minnesota,375,115,0,10,15,17,3,6,19,20,0,10,9,14,0,10,0,10,0,10,58,36,39,41,7,12,130,78,23,20,53,46,19,26
1500000US270030507061,Block Group 1; Census Tract 507.06; Anoka County; Minnesota,539,144,0,10,0,10,0,10,1,2,0,10,0,10,33,47,6,9,42,55,30,36,64,47,106,57,69,75,17,17,47,47,124,118
1500000US270030507062,Block Group 2; Census Tract 507.06; Anoka County; Minnesota,254,97,0,10,0,10,0,10,0,10,0,10,0,10,8,13,54,68,0,10,17,20,22,24,33,29,50,47,40,68,15,21,15,19
1500000US270030507063,Block Group 3; Census Tract 507.06; Anoka County; Minnesota,107,58,0,10,19,29,11,17,0,10,0,10,0,10,7,11,0,10,0,10,0,10,31,38,5,9,25,28,0,10,9,13,0,10
1500000US270030507064,Block Group 4; Census Tract 507.06; Anoka County; Minnesota,238,110,0,10,10,17,0,10,0,10,12,26,11,18,10,20,60,75,0,10,94,77,0,10,41,46,0,10,0,10,0,10,0,10
1500000US270030507071,Block Group 1; Census Tract 507.07; Anoka County; Minnesota,493,151,5,10,0,10,0,10,0,10,17,28,0,10,0,10,0,10,0,10,0,10,0,10,26,36,188,113,0,10,136,110,121,74
1500000US270030507072,Block Group 2; Census Tract 507.07; Anoka County; Minnesota,715,276,15,24,75,73,0,10,17,28,14,25,16,28,0,10,0,10,0,10,29,33,116,136,89,47,33,34,29,39,73,67,209,211
1500000US270030507073,Block Group 3; Census Tract 507.07; Anoka County; Minnesota,432,159,0,10,12,18,0,10,0,10,0,10,12,18,0,10,0,10,10,17,16,27,34,34,41,41,62,44,36,43,44,44,165,144
1500000US270030507074,Block Group 4; Census Tract 507.07; Anoka County; Minnesota,544,149,13,20,0,10,0,10,0,10,0,10,0,10,112,114,0,10,0,10,20,32,37,37,0,10,31,54,42,45,206,116,83,70
1500000US270030507091,Block Group 1; Census Tract 507.09; Anoka County; Minnesota,558,113,9,14,0,10,0,10,0,10,6,10,7,12,8,13,0,10,33,39,28,33,18,25,106,64,106,55,15,14,97,90,125,59
1500000US270030507092,Block Group 2; Census Tract 507.09; Anoka County; Minnesota,420,75,10,15,0,10,0,10,0,10,17,20,0,10,18,26,29,25,0,10,21,22,57,35,35,30,93,53,46,45,60,49,34,30
1500000US270030507101,Block Group 1; Census Tract 507.10; Anoka County; Minnesota,273,112,0,10,0,10,0,10,0,10,0,10,0,10,10,16,0,10,9,14,26,28,25,25,135,116,39,28,22,23,0,10,7,12
1500000US270030507102,Block Group 2; Census Tract 507.10; Anoka County; Minnesota,408,98,12,18,28,43,0,10,46,65,6,9,0,10,0,10,0,10,12,19,42,32,97,67,33,29,51,64,26,25,30,29,25,30
1500000US270030507103,Block Group 3; Census Tract 507.10; Anoka County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US270030507104,Block Group 4; Census Tract 507.10; Anoka County; Minnesota,443,175,0,10,0,10,0,10,0,10,0,10,11,18,33,52,22,31,0,10,17,19,88,58,20,22,60,40,27,26,48,34,117,162
1500000US270030507105,Block Group 5; Census Tract 507.10; Anoka County; Minnesota,322,86,29,37,8,13,56,68,0,10,11,17,55,49,13,20,0,10,19,30,21,24,45,61,18,21,26,28,21,24,0,10,0,10
1500000US270030507111,Block Group 1; Census Tract 507.11; Anoka County; Minnesota,294,70,0,10,0,10,0,10,0,10,8,13,7,11,8,12,32,31,9,13,8,12,9,14,26,22,44,27,41,31,47,47,55,31
1500000US270030507112,Block Group 2; Census Tract 507.11; Anoka County; Minnesota,450,89,11,16,0,10,8,13,0,10,0,10,0,10,0,10,0,10,20,30,10,16,25,25,45,33,173,78,25,25,31,29,102,45
1500000US270030507113,Block Group 3; Census Tract 507.11; Anoka County; Minnesota,298,70,0,10,0,10,0,10,7,12,3,6,0,10,0,10,0,10,0,10,24,22,31,28,9,13,47,42,61,41,71,45,45,28
1500000US270030507114,Block Group 4; Census Tract 507.11; Anoka County; Minnesota,673,119,0,10,9,14,0,10,18,20,0,10,0,10,5,9,24,21,45,47,49,34,81,63,112,63,105,50,91,82,58,36,76,49
1500000US270030507121,Block Group 1; Census Tract 507.12; Anoka County; Minnesota,429,107,0,10,0,10,7,11,0,10,8,12,38,62,27,42,0,10,0,10,0,10,88,60,11,19,33,27,55,37,90,51,72,52
1500000US270030507122,Block Group 2; Census Tract 507.12; Anoka County; Minnesota,341,84,9,15,25,36,0,10,0,10,0,10,0,10,15,17,0,10,35,31,28,27,45,48,62,38,48,35,67,51,7,11,0,10
1500000US270030507123,Block Group 3; Census Tract 507.12; Anoka County; Minnesota,483,184,0,10,30,35,0,10,0,10,0,10,0,10,0,10,134,160,41,46,69,63,59,56,20,19,34,27,96,59,0,10,0,10
1500000US270030507124,Block Group 4; Census Tract 507.12; Anoka County; Minnesota,520,106,7,10,12,14,0,10,7,11,21,18,7,11,15,15,63,51,22,26,33,41,22,22,103,55,54,45,75,66,32,26,47,40
1500000US270030508071,Block Group 1; Census Tract 508.07; Anoka County; Minnesota,357,107,6,10,0,10,42,45,0,10,12,19,0,10,11,17,0,10,0,10,0,10,37,37,62,59,79,45,19,27,67,76,22,28
1500000US270030508072,Block Group 2; Census Tract 508.07; Anoka County; Minnesota,345,97,0,10,0,10,0,10,0,10,8,14,0,10,10,16,12,19,2,5,33,49,47,30,103,53,98,72,24,27,8,12,0,10
1500000US270030508073,Block Group 3; Census Tract 508.07; Anoka County; Minnesota,291,82,22,27,0,10,10,17,0,10,0,10,0,10,117,85,11,19,11,18,16,18,11,17,20,26,45,35,0,10,11,19,17,17
1500000US270030508074,Block Group 4; Census Tract 508.07; Anoka County; Minnesota,655,157,28,37,0,10,0,10,22,33,9,16,11,18,30,30,0,10,21,24,69,83,41,44,138,101,78,46,68,48,131,69,9,15
1500000US270030508081,Block Group 1; Census Tract 508.08; Anoka County; Minnesota,229,62,0,10,0,10,0,10,9,13,10,12,9,13,5,9,0,10,29,36,33,22,10,15,7,11,40,28,10,15,45,36,22,19
1500000US270030508082,Block Group 2; Census Tract 508.08; Anoka County; Minnesota,624,96,6,10,7,9,23,20,49,33,12,12,10,12,95,72,13,13,28,21,65,37,52,30,96,52,71,42,24,16,40,26,33,31
1500000US270030508101,Block Group 1; Census Tract 508.10; Anoka County; Minnesota,468,105,0,10,15,25,0,10,0,10,0,10,0,10,0,10,194,59,0,10,0,10,0,10,28,33,103,83,24,47,66,78,38,54
1500000US270030508102,Block Group 2; Census Tract 508.10; Anoka County; Minnesota,577,157,0,10,18,25,40,46,2,19,34,54,0,10,69,85,91,85,10,20,79,77,96,81,67,52,30,30,13,15,28,42,0,10
1500000US270030508103,Block Group 3; Census Tract 508.10; Anoka County; Minnesota,531,218,90,118,0,10,0,10,0,10,0,10,5,10,35,53,1,7,21,28,96,79,38,51,0,10,183,133,33,54,29,44,0,10
1500000US270030508104,Block Group 4; Census Tract 508.10; Anoka County; Minnesota,331,148,0,10,0,10,38,59,0,10,6,10,0,10,35,52,60,74,0,10,10,18,8,15,61,78,31,36,20,40,62,75,0,10
1500000US270030508111,Block Group 1; Census Tract 508.11; Anoka County; Minnesota,582,81,37,28,0,10,0,10,45,39,0,10,20,23,15,19,18,27,19,20,25,22,40,30,157,77,44,32,59,33,63,46,40,43
1500000US270030508112,Block Group 2; Census Tract 508.11; Anoka County; Minnesota,620,205,34,41,34,31,4,9,0,10,0,10,10,11,17,27,0,10,25,43,73,49,37,23,81,56,45,34,160,183,55,43,45,35
1500000US270030508161,Block Group 1; Census Tract 508.16; Anoka County; Minnesota,684,155,0,10,0,10,0,10,16,25,67,79,0,10,0,10,20,31,24,39,32,38,52,49,66,48,176,91,48,40,104,77,79,54
1500000US270030508162,Block Group 2; Census Tract 508.16; Anoka County; Minnesota,1063,170,17,30,0,10,0,10,66,93,0,10,16,28,0,10,0,10,7,12,0,10,129,71,196,117,106,69,59,54,156,96,311,121
1500000US270030508163,Block Group 3; Census Tract 508.16; Anoka County; Minnesota,605,160,0,10,0,10,20,35,33,50,0,10,17,27,17,28,14,23,13,19,33,41,84,50,41,38,102,95,69,63,35,34,127,99
1500000US270030508181,Block Group 1; Census Tract 508.18; Anoka County; Minnesota,667,154,0,10,0,10,0,10,0,10,17,28,0,10,35,40,16,24,43,70,33,37,16,25,141,109,46,52,75,54,113,116,132,72
1500000US270030508182,Block Group 2; Census Tract 508.18; Anoka County; Minnesota,628,135,59,42,0,10,0,10,0,10,14,24,0,10,0,10,0,10,17,26,0,10,34,40,165,123,63,49,80,83,62,66,134,81
1500000US270030508183,Block Group 3; Census Tract 508.18; Anoka County; Minnesota,669,214,0,10,26,42,0,10,0,10,0,10,0,10,0,10,16,26,0,10,16,25,15,24,34,38,248,186,46,43,93,53,175,67
1500000US270030508184,Block Group 4; Census Tract 508.18; Anoka County; Minnesota,847,166,0,10,21,33,0,10,0,10,0,10,63,93,0,10,0,10,0,10,14,23,44,44,33,38,60,46,47,47,181,109,384,122
1500000US270030508191,Block Group 1; Census Tract 508.19; Anoka County; Minnesota,997,149,0,10,9,15,18,19,28,29,62,82,28,30,10,18,8,13,0,10,22,25,24,21,113,71,38,33,49,39,271,82,317,92
1500000US270030508192,Block Group 2; Census Tract 508.19; Anoka County; Minnesota,269,87,9,15,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,19,21,27,22,55,54,34,25,125,56
1500000US270030508193,Block Group 3; Census Tract 508.19; Anoka County; Minnesota,314,84,0,10,0,10,0,10,10,18,0,10,0,10,0,10,5,9,9,15,21,23,52,51,71,53,40,33,9,14,34,34,63,36
1500000US270030508194,Block Group 4; Census Tract 508.19; Anoka County; Minnesota,305,76,0,10,0,10,0,10,0,10,0,10,0,10,28,24,9,15,0,10,8,14,26,40,20,23,19,22,20,22,30,28,145,62
1500000US270030508201,Block Group 1; Census Tract 508.20; Anoka County; Minnesota,576,247,0,10,0,10,0,10,0,10,0,10,45,55,9,14,28,26,0,10,20,25,10,15,18,20,28,26,226,241,74,48,118,51
1500000US270030508202,Block Group 2; Census Tract 508.20; Anoka County; Minnesota,382,109,23,26,0,10,0,10,0,10,0,10,0,10,14,22,0,10,0,10,17,19,29,28,38,45,56,55,20,22,56,33,129,91
1500000US270030508203,Block Group 3; Census Tract 508.20; Anoka County; Minnesota,363,92,0,10,36,43,10,16,34,43,0,10,0,10,20,22,50,68,0,10,0,10,36,30,34,34,11,15,53,51,23,26,56,34
1500000US270030508211,Block Group 1; Census Tract 508.21; Anoka County; Minnesota,428,110,0,10,0,10,0,10,7,12,12,18,0,10,12,19,0,10,0,10,10,14,6,9,36,32,16,23,37,30,72,45,220,107
1500000US270030508212,Block Group 2; Census Tract 508.21; Anoka County; Minnesota,477,115,0,10,0,10,0,10,8,13,0,10,0,10,0,10,0,10,20,15,0,10,18,20,53,40,65,50,42,31,82,55,189,85
1500000US270030508213,Block Group 3; Census Tract 508.21; Anoka County; Minnesota,538,182,0,10,0,10,0,10,0,10,0,10,0,10,0,10,18,22,0,10,45,53,189,175,52,36,58,31,32,30,123,62,21,24
1500000US270030508214,Block Group 4; Census Tract 508.21; Anoka County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US270030508215,Block Group 5; Census Tract 508.21; Anoka County; Minnesota,542,151,12,18,0,10,0,10,0,10,0,10,0,10,0,10,8,14,10,16,0,10,37,37,165,83,86,50,120,108,18,22,86,75
1500000US270030508221,Block Group 1; Census Tract 508.22; Anoka County; Minnesota,275,72,8,13,0,10,6,9,0,10,5,8,16,24,0,10,0,10,24,28,6,10,69,65,43,28,32,22,15,17,14,18,37,30
1500000US270030508222,Block Group 2; Census Tract 508.22; Anoka County; Minnesota,694,107,24,29,0,10,0,10,0,10,0,10,9,13,14,16,17,19,16,18,75,43,80,71,74,42,65,43,84,49,58,51,178,119
1500000US270030508231,Block Group 1; Census Tract 508.23; Anoka County; Minnesota,426,100,33,35,27,41,22,33,0,10,0,10,7,15,0,10,32,29,10,18,0,10,25,22,15,19,59,51,46,44,83,59,67,65
1500000US270030508232,Block Group 2; Census Tract 508.23; Anoka County; Minnesota,526,88,10,15,0,10,0,10,0,10,0,10,5,9,16,18,24,21,29,32,11,18,30,29,80,50,29,30,91,60,119,83,82,63
1500000US270030508233,Block Group 3; Census Tract 508.23; Anoka County; Minnesota,371,101,0,10,0,10,0,10,0,10,0,10,0,10,25,38,0,10,23,36,52,67,25,37,73,47,65,41,73,66,35,44,0,10
1500000US270030508241,Block Group 1; Census Tract 508.24; Anoka County; Minnesota,557,112,0,10,0,10,0,10,0,10,0,10,18,21,0,10,38,30,10,16,59,55,0,10,147,101,15,23,151,89,111,74,8,11
1500000US270030508242,Block Group 2; Census Tract 508.24; Anoka County; Minnesota,603,227,0,10,0,10,0,10,0,10,0,10,0,10,0,10,36,25,0,10,42,62,40,34,71,59,185,178,49,38,151,157,29,33
1500000US270030508243,Block Group 3; Census Tract 508.24; Anoka County; Minnesota,515,102,47,59,0,10,0,10,12,18,0,10,9,15,29,46,66,67,13,19,10,16,96,51,33,31,46,43,38,28,78,55,38,34
1500000US270030508251,Block Group 1; Census Tract 508.25; Anoka County; Minnesota,763,91,24,41,12,20,11,18,0,10,7,11,0,10,0,10,13,22,7,12,56,45,50,53,105,67,61,39,163,100,129,73,125,67
1500000US270030508252,Block Group 2; Census Tract 508.25; Anoka County; Minnesota,238,95,7,11,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,9,15,58,48,17,20,45,32,37,57,47,49,18,20
1500000US270030508261,Block Group 1; Census Tract 508.26; Anoka County; Minnesota,578,134,7,12,15,21,33,52,40,45,15,19,68,73,36,39,68,64,8,14,11,16,60,63,91,62,17,24,38,36,50,44,21,27
1500000US270030508262,Block Group 2; Census Tract 508.26; Anoka County; Minnesota,381,122,29,39,6,11,0,10,0,10,0,10,0,10,0,10,0,10,22,34,48,51,78,79,13,18,80,94,105,89,0,10,0,10
1500000US270030508263,Block Group 3; Census Tract 508.26; Anoka County; Minnesota,615,139,0,10,0,10,18,24,19,30,61,53,7,12,51,67,26,32,0,10,0,10,106,68,94,82,26,31,93,59,64,70,50,49
1500000US270030508271,Block Group 1; Census Tract 508.27; Anoka County; Minnesota,566,95,0,10,0,10,11,17,0,10,0,10,36,38,32,53,8,12,4,7,13,22,11,14,36,26,126,94,134,71,100,51,55,35
1500000US270030508272,Block Group 2; Census Tract 508.27; Anoka County; Minnesota,301,67,7,13,4,7,9,13,0,10,31,37,0,10,13,15,0,10,12,18,8,13,5,9,31,26,65,52,13,17,73,33,30,21
1500000US270030508281,Block Group 1; Census Tract 508.28; Anoka County; Minnesota,383,79,0,10,0,10,9,15,0,10,0,10,7,11,16,17,37,52,9,14,44,54,28,26,32,25,56,40,47,32,49,35,49,40
1500000US270030508282,Block Group 2; Census Tract 508.28; Anoka County; Minnesota,912,259,3,8,0,10,33,43,0,10,52,60,24,39,15,33,94,76,38,31,65,60,45,36,251,121,234,233,0,10,58,86,0,10
1500000US270030508291,Block Group 1; Census Tract 508.29; Anoka County; Minnesota,433,131,0,10,9,15,0,10,0,10,11,19,0,10,0,10,14,23,0,10,0,10,0,10,28,29,31,30,63,42,114,70,163,112
1500000US270030508292,Block Group 2; Census Tract 508.29; Anoka County; Minnesota,342,87,0,10,0,10,0,10,0,10,0,10,8,13,0,10,0,10,0,10,0,10,9,14,71,58,28,31,10,15,74,49,142,69
1500000US270030508293,Block Group 3; Census Tract 508.29; Anoka County; Minnesota,35,23,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,11,0,10,0,10,0,10,0,10,0,10,29,25,0,10
1500000US270030508294,Block Group 4; Census Tract 508.29; Anoka County; Minnesota,316,74,0,10,0,10,6,10,0,10,0,10,34,45,0,10,33,36,7,11,45,38,43,38,43,42,31,28,26,26,39,36,9,15
1500000US270030509011,Block Group 1; Census Tract 509.01; Anoka County; Minnesota,486,97,7,11,0,10,9,13,7,11,0,10,0,10,48,34,13,14,38,45,62,44,76,48,84,57,63,38,22,21,36,24,21,36
1500000US270030509012,Block Group 2; Census Tract 509.01; Anoka County; Minnesota,656,96,7,10,5,8,17,19,11,13,64,55,19,19,19,26,9,15,35,39,47,28,73,61,118,44,70,36,88,59,60,59,14,13
